incident_characteristics,incident_id,date,state,city_or_county,address,n_killed,n_injured,latitude,location_description,longitude,n_guns_involved
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)",491312,2016-01-23,California,Los Angeles,8105 Avalon Blvd,2,2,33.9655,Three Star Liquor Market,-118.265,1.0
"Shot - Dead (murder, accidental, suicide)",492295,2016-01-23,California,Fresno,147 East Kearney Boulevard,1,0,36.7287,Kearney Boulevard,-119.811,
"Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",491811,2016-01-24,California,Lodi,700 block of South Garfield Street,1,0,38.1269,,-121.263,
"Shot - Dead (murder, accidental, suicide)",493100,2016-01-25,California,Escondido,1200 block of East Washington Avenue,1,0,33.1329,,-117.068,
"Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",493060,2016-01-25,California,Lynwood,2700 block of Norton Avenue,1,0,33.9338,,-118.224,
"Shot - Dead (murder, accidental, suicide)",492304,2016-01-25,California,Lodi,500 block of East Oak Street,1,0,38.1325,,-121.263,
"Shot - Dead (murder, accidental, suicide)||Suicide^",492268,2016-01-25,California,Whittier,6300 block of Comstock Avenue,1,0,33.9845,,-118.039,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",493085,2016-01-25,California,Perris,140 S. D Street,1,4,33.7849,Nayarit Mexican restaurant,-117.229,1.0
"Shot - Dead (murder, accidental, suicide)||Gang involvement",497827,2016-01-25,California,Santa Maria,100 block of South Elizabeth Street,2,0,34.9531,,-120.428,
"Shot - Dead (murder, accidental, suicide)",493704,2016-01-26,California,Salinas,1000 block of Nogal Drive,1,0,36.6932,,-121.614,
"Shot - Dead (murder, accidental, suicide)",493725,2016-01-26,California,Stockton,300 block of East Sonora Street,1,0,37.9486,,-121.29,
"Shot - Dead (murder, accidental, suicide)||Drug involvement||Armed robbery with injury/death and/or evidence of DGU found",702160,2016-01-27,California,San Bernardino,3500 block of East 21st Street,1,0,34.1339,,-117.269,1.0
"Shot - Dead (murder, accidental, suicide)",494706,2016-01-27,California,Stockton,Bridle Path,1,0,38.0136,,-121.293,
"Shot - Dead (murder, accidental, suicide)",495131,2016-01-27,California,Richmond,4700 block of Fall Avenue,1,0,37.924,,-122.325,
"Shot - Dead (murder, accidental, suicide)",495111,2016-01-28,California,Venice,Seventh and Flower Streets,1,0,33.9996,,-118.469,
"Shot - Dead (murder, accidental, suicide)",495096,2016-01-28,California,Antioch,1800 block of Periwinkle Way,1,0,37.9689,,-121.793,
"Shot - Dead (murder, accidental, suicide)",496227,2016-01-29,California,Elk Grove,9900 block of Bruceville Road,1,0,38.3981,,-121.418,
"Shot - Dead (murder, accidental, suicide)||Armed robbery with injury/death and/or evidence of DGU found",497543,2016-01-29,California,San Bernardino,1611 Northeast Street,1,0,34.1481,Bossey Drive-In Dairy,-117.269,2.0
"Shot - Dead (murder, accidental, suicide)",496721,2016-01-29,California,Santa Clara,1500 block of Agnew Road,1,0,37.3963,,-121.955,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",495867,2016-01-29,California,Fresno,7200 block of Orange Avenue,2,1,36.6314,,-119.764,
"Shot - Dead (murder, accidental, suicide)",496059,2016-01-29,California,Los Angeles,62nd Street and Grand Avenue,1,0,33.9833,,-118.28,
"Shot - Dead (murder, accidental, suicide)",496075,2016-01-29,California,Los Angeles,Slauson Avenue and Crenshaw Boulevard,1,0,33.989,,-118.331,
"Shot - Dead (murder, accidental, suicide)||Drug involvement",496648,2016-01-30,California,South Lake Tahoe,3480 Lake Tahoe Blvd,1,0,38.9469,Beverly Lodge,-119.961,
"Shot - Dead (murder, accidental, suicide)||Suicide^||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Officer Involved Shooting - subject/suspect/perpetrator suicide by cop",497469,2016-01-31,California,Newark,36500 block of Bridgepointe Drive,1,0,37.5296,,-122.052,1.0
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Brandishing/flourishing/open carry/lost/found",496659,2016-01-31,California,Bakersfield,8000 block of Farmers Lane and Weedpatch Hwy,1,0,35.3014,,-118.914,
"Shot - Dead (murder, accidental, suicide)",497472,2016-01-31,California,Cathedral City,68100 block of Ramon Road,1,0,33.8168,,-116.474,
"Shot - Dead (murder, accidental, suicide)",497610,2016-01-31,California,Stockton,9300 block of Kirkby Ln,1,0,38.0351,,-121.28,1.0
"Shot - Dead (murder, accidental, suicide)",496713,2016-01-31,California,Lamont,San Diego Avenue and Kearney Avenue,1,0,35.2549,,-118.919,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",497557,2016-01-31,California,Patterson,Las Palmas Avenue and First Street,1,1,37.4727,,-121.128,
"Shot - Dead (murder, accidental, suicide)",497571,2016-01-31,California,Westley,8800 block of Highway 33,1,0,37.5483,La Caverna Bar,-121.198,
"Shot - Dead (murder, accidental, suicide)",498105,2016-02-01,California,Santa Maria,300 block of South Elizabeth Street,2,0,34.9509,,-120.428,
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed",498796,2016-02-02,California,Rancho Cordova,10600 block of Folsom Boulevard,1,0,38.5959,Walmart,-121.291,1.0
"Shot - Dead (murder, accidental, suicide)",500898,2016-02-03,California,Pomona,17000 block of South Garey Avenue,1,0,34.04,,-117.749,
"Shot - Dead (murder, accidental, suicide)||Suicide^||Officer Involved Incident||Officer Involved Incident - Weapon involved but no shots fired||Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff",633584,2016-02-03,California,Martinez,,1,0,37.9967,,-122.112,1.0
"Shot - Dead (murder, accidental, suicide)",500677,2016-02-03,California,Bakersfield,1300 block of McNew Court,1,0,35.3497,,-118.987,
"Shot - Dead (murder, accidental, suicide)||Gang involvement",500084,2016-02-03,California,Salinas,342 Williams Road,1,0,36.6771,Wash'N'Dry Laundromat,-121.612,
"Shot - Dead (murder, accidental, suicide)",499643,2016-02-04,California,Fresno,2700 block of North Giddings Street,1,0,36.752,,-119.217,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",504502,2016-02-04,California,Yuba City,Ainsley Avenue and Market Street,1,1,39.1462,,-121.615,
"Shot - Dead (murder, accidental, suicide)",500896,2016-02-05,California,Fresno,Peach and Clay Avenues,1,0,36.7559,The Landing at Fancher Creek,-119.718,
"Shot - Dead (murder, accidental, suicide)||Defensive Use||Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator||Car-jacking",500655,2016-02-05,California,Antioch,20 East 18th Street,1,0,38.0048,Rite Aid,-121.805,
"Shot - Dead (murder, accidental, suicide)",501724,2016-02-06,California,Salinas,400 block of Hyland Drive,1,0,36.6992,,-121.672,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",501703,2016-02-06,California,Fresno,Peach and Huntingon Avenue,1,1,36.7395,,-119.718,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",501267,2016-02-06,California,Los Angeles,12800 block of Cook Street,1,3,33.9164,,-118.271,
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Brandishing/flourishing/open carry/lost/found",501419,2016-02-06,California,Los Angeles (Boyle Heights),3300 block of East Sixth Street,1,0,34.0316,,-118.201,1.0
"Shot - Dead (murder, accidental, suicide)",504422,2016-02-06,California,Paradise,9200 block of the Skyway,1,0,39.7976,,-121.585,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",501123,2016-02-06,California,Vallejo,Heartwood Avenue at Springs Road,1,1,38.106,,-122.211,
"Shot - Dead (murder, accidental, suicide)",501720,2016-02-07,California,San Bernardino,1700 block of West 19th Street,1,0,34.1323,,-117.325,
"Shot - Dead (murder, accidental, suicide)",501708,2016-02-07,California,Compton,700 block of South Mayo Avenue,1,0,33.8904,,-118.212,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",501428,2016-02-07,California,Sausalito (Marin City),,2,1,37.8626,,-122.5,
"Shot - Dead (murder, accidental, suicide)",501410,2016-02-07,California,Oakland,3600 block of Brown Avenue,1,0,37.7918,,-122.199,
"Shot - Dead (murder, accidental, suicide)",501722,2016-02-07,California,Walnut Grove,14200 block of Railroad Avenue,1,0,38.2376,,-121.515,
"Shot - Dead (murder, accidental, suicide)||Suicide^",503456,2016-02-08,California,Citrus Heights,12801 Fair Oaks Boulevard,1,0,38.6839,Montage Apartments,-121.264,
"Shot - Dead (murder, accidental, suicide)||Drug involvement||Armed robbery with injury/death and/or evidence of DGU found||Possession (gun(s) found during commission of other crimes)||Possession of gun by felon or prohibited person",502328,2016-02-08,California,Oakland,10000 block of Foothill Boulevard,1,1,37.7452,,-122.155,
"Shot - Dead (murder, accidental, suicide)",502482,2016-02-08,California,Citrus Heights,12801 Fair Oaks Boulevard,1,0,38.6839,Montage Apartments,-121.264,
"Shot - Dead (murder, accidental, suicide)||Suicide^",503458,2016-02-08,California,Citrus Heights,6100 block of Greenback Lane,1,0,38.679,Walgreens,-121.322,
"Shot - Dead (murder, accidental, suicide)",502365,2016-02-08,California,Duarte,800 block of Lewiston Street,1,0,34.1295,,-117.988,
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed",502355,2016-02-09,California,Anaheim,1300 block of West Lido Place,1,0,33.842,Sage Park,-117.934,1.0
"Shot - Dead (murder, accidental, suicide)||Gang involvement",502357,2016-02-09,California,Los Angeles (Lincoln Heights),Griffin Avenue and North Broadway,1,0,34.0737,,-118.212,
"Shot - Dead (murder, accidental, suicide)||Child Involved Incident||Child killed (not child shooter)||Drive-by (car to street, car to car)||Gang involvement||Possession of gun by felon or prohibited person",502747,2016-02-09,California,Compton,300 block of Holly Avenue,1,0,33.8979,,-118.202,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",503171,2016-02-09,California,Ivanhoe,15800 block of Avenue 327,1,1,36.3833,,-119.22,
"Shot - Dead (murder, accidental, suicide)||Suicide^||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff",503448,2016-02-10,California,La Mirada,12000 block of Los Coyotes Avenue,1,0,33.9218,,-118.008,1.0
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed",503944,2016-02-11,California,Lancaster,2800 Block of La Vida Drive,1,0,34.682,,-118.08,1.0
"Shot - Dead (murder, accidental, suicide)||Domestic Violence||Kidnapping/abductions/hostage",503476,2016-02-11,California,Vallejo,30 block of Narranganset Court,1,0,38.0706,,-122.214,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",503996,2016-02-11,California,Oakland,1000 block of 24th Street,1,1,37.8165,,-122.28,
"Shot - Dead (murder, accidental, suicide)||Suicide^||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff",504425,2016-02-11,California,Canyon Country,19600 block of Babington Street,1,0,34.4265,,-118.478,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",505500,2016-02-13,California,Whittier,Broadway and Reichling Lane,1,1,33.9799,,-118.062,
"Shot - Dead (murder, accidental, suicide)",504899,2016-02-14,California,San Jose,Via Monte Drive near Carlsbad Drive,1,0,37.2472,,-121.877,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Car-jacking||Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )",505222,2016-02-14,California,San Francisco,501 Twin Peaks Blvd,2,1,37.7521,Twin Peaks Lookout,-122.448,1.0
"Shot - Dead (murder, accidental, suicide)||Home Invasion||Home Invasion - subject/suspect/perpetrator killed||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed",732519,2016-02-14,California,Van Nuys,6900 block of Kester Avenue,1,0,34.196,,-118.457,1.0
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed",504904,2016-02-14,California,Los Angeles,Ferris Avenue and Whittier Boulevard,1,0,34.0217,,-118.163,1.0
"Shot - Dead (murder, accidental, suicide)||Home Invasion||Home Invasion - subject/suspect/perpetrator killed||Defensive Use||Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",505547,2016-02-14,California,Ontario,800 block of West Mission Boulevard,1,0,34.0561,,-117.663,1.0
"Shot - Dead (murder, accidental, suicide)",506041,2016-02-15,California,Bakersfield,Tulare and East 7th Street,1,0,35.3636,,-118.999,
"Shot - Dead (murder, accidental, suicide)",507093,2016-02-15,California,Lamont,8400 block of Bertal Street,1,0,35.27,,-118.911,
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator shot",505543,2016-02-15,California,Yorba Linda,22711 Oakcrest Circle,1,0,33.874,Extended Stay America,-117.74,
"Shot - Dead (murder, accidental, suicide)",507057,2016-02-16,California,Pasadena,Palm Terrace and Claremont Street,1,0,34.1669,,-118.135,
"Shot - Dead (murder, accidental, suicide)",508852,2016-02-16,California,Santa Rosa,Townview Avenue,1,0,38.4347,,-122.684,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Gang involvement",507063,2016-02-16,California,Salinas,600 block of Mae Avenue,1,2,36.6845,,-121.61,
"Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",507082,2016-02-16,California,Santa Ana,1100 block of South Harmon Street,1,0,33.7333,,-117.932,
"Shot - Dead (murder, accidental, suicide)||Suicide^",507051,2016-02-17,California,Carlsbad,5100 block of Whitman Way,1,0,33.1401,,-117.304,
"Shot - Dead (murder, accidental, suicide)",507579,2016-02-18,California,Compton,14500 block of Cairn Avenue,1,0,33.9003,,-118.258,
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Armed robbery with injury/death and/or evidence of DGU found",507321,2016-02-18,California,Santa Ana,11000 block of East 4th Street,2,0,33.7481,,-117.85,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",507998,2016-02-19,California,Vallejo,509 Porter Street,1,3,38.0883,,-122.245,2.0
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Domestic Violence||Brandishing/flourishing/open carry/lost/found",734747,2016-02-20,California,Anaheim,S Roberts St and W Juno Ave,1,1,33.819,,-117.94,1.0
"Shot - Dead (murder, accidental, suicide)",509968,2016-02-20,California,Hayward,,1,0,37.6563,,-122.097,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Domestic Violence||Brandishing/flourishing/open carry/lost/found",508589,2016-02-20,California,Anaheim,2000 block of W Cris Ave,1,1,33.8082,,-117.952,1.0
"Shot - Dead (murder, accidental, suicide)||Domestic Violence",508837,2016-02-20,California,Carson,17400 block of Prondall Court,1,0,33.873,,-118.257,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",508845,2016-02-20,California,Riverside (Jurupa Valley),4000 block of Pedley Road,1,1,34.0147,,-117.476,
"Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",508594,2016-02-20,California,San Pedro,Gaffey and 12th streets,1,0,33.7333,,-118.292,
